val_pct_std;freq_word_soundex_containment;words_cnt_sd;len_avg_word;frequency_max;val_pct_max;last_word;constancy;first_word;entropy;len_min_word;attribute_name;len_max_word;is_empty;frequency_iqr;frequency_2qo;is_binary;frequency_avg;frequency_min;frequency_1qo;words_cnt_max;incompleteness;frequency_4qo;frequency_3qo;dataset_name;cardinality;val_pct_min;frequency_6qo;uniqueness;frequency_5qo;frequency_7qo;words_cnt_min;words_cnt_avg;frequency_sd;freq_word_containment;number_words;
0.4251326006305521;[S361, T150, E143, C124];0.015308513511686876;8;25249.0;0.9862890625;teavana;0.9862890625;coffee house holdings;0.10557608034049962;5;"Brand";9;0;0.0135546875;3.90625E-5;0;6400.0;1.0;3.90625E-5;3.0;0.0;7.8125E-5;7.8125E-5;directory.csv;4.0;3.90625E-5;0.01359375;1.5625E-4;0.01359375;0.9862890625;1.0;1.00015625;10883.394576142133;[starbucks, teavana, evolution fresh, coffee house holdings];25604.0;
2.4414062481371983E-7;[19773-160973, 10001-99525, 10003-98585, 10004-98481, 10005-97691, 10008-98261, 10009-98952, 10010-97229, 10012-98199, 10015-169504];0.0;11;2.0;7.8125E-5;9999-99145;7.8125E-5;10001-99525;14.643778064777347;5;"StoreNumber";12;0;0.0;3.90625E-5;0;1.0000390640259385;1.0;3.90625E-5;1.0;0.0;3.90625E-5;3.90625E-5;directory.csv;25599.0;3.90625E-5;3.90625E-5;0.9999609375;3.90625E-5;3.90625E-5;1.0;1.0;0.006249999995231227;[19773-160973, 10001-99525, 10003-98585, 10004-98481, 10005-97691, 10008-98261, 10009-98952, 10010-97229, 10012-98199, 10015-169504];25600.0;
5.4714613662550034E-5;[S361, S100, B412, C536, D125, L522, M121, M254, P425, Y312];1.5151241717424846;5;224.0;0.00875;휘닉스파크점;0.00875;# 10 congressional ave;14.574232858623125;0;"StoreName";32;0;0.0;3.90625E-5;0;1.0093443204668218;1.0;3.90625E-5;9.0;0.0;3.90625E-5;3.90625E-5;directory.csv;25363.0;3.90625E-5;3.90625E-5;0.9907421875;3.90625E-5;3.90625E-5;1.0;3.1413671875;1.4006941097612808;[starbucks, spa, bellavista, centro ground floor, division del norte, lemessos enaerios, mabohai shopping mall, magnolia, plaza america, yoido ifc mall - 1f];80419.0;
0.17722100696259993;[C515, L252, J531, F652];0.4850366197112724;6;11932.0;0.46609375;licensed;0.46609375;company owned;1.5397831449272426;5;"OwnershipType";9;0;0.353828125;0.0123828125;0;6400.0;317.0;0.0123828125;2.0;0.0;0.1553125;0.1553125;directory.csv;4.0;0.0123828125;0.3662109375;1.5625E-4;0.3662109375;0.46609375;1.0;1.62140625;4536.857778242558;[company owned, licensed, joint venture, franchise];41508.0;
5.699002356933092E-6;[C624, S323, W643, S531, G622, P632, W553, M131, S335, T130];2.2362509923963523;5;11.0;4.296875E-4;화정동 970-5;4.296875E-4;"brent civic centre, engineers way, _";14.620893048279198;0;"StreetAddress";41;0;0.0;3.90625E-5;0;1.0099423972224415;1.0;3.90625E-5;32.0;7.8125E-5;3.90625E-5;3.90625E-5;directory.csv;25346.0;3.90625E-5;3.90625E-5;0.990078125;3.90625E-5;3.90625E-5;1.0;4.571958746777092;0.14589446033748715;[circular building #6, guard post 8, 2580 s 156th st, 201 world way, 3301 s 22nd ave, 4100 george j bean pkwy, 5757 paradise rd., 5757 wayne newton blvd, mbu to provide, stationsplein, tbd];117033.0;
5.935530407975829E-4;[上海市, S400, 北京市, N620, L535, T653, C220, M222, L212, S340];0.49020746837026447;6;542.0;0.021171875;충청남도;0.021171875;'s-hertogenbosch;10.731175612155722;0;"City";19;0;1.171875E-4;3.90625E-5;0;4.869813475447279;1.0;3.90625E-5;5.0;5.46875E-4;7.8125E-5;3.90625E-5;directory.csv;5254.0;3.90625E-5;1.5625E-4;0.205234375;7.8125E-5;2.734375E-4;1.0;1.2593215039474712;15.194957844418123;[上海市, seoul, 北京市, new york, london, toronto, chicago, mexico city, las vegas, seattle];32221.0;
0.007996902376460654;[C000, T200, E520, W000, 11, F400, N000, 31, I400, A200];0.0;2;2821.0;0.1101953125;zp;0.1101953125;0;6.459296504838288;1;"StateProvince";3;0;0.002109375;1.171875E-4;0;75.7396449704142;1.0;7.8125E-5;1.0;0.0;5.078125E-4;2.34375E-4;directory.csv;338.0;3.90625E-5;0.0022265625;0.013203125;0.00109375;0.0056640625;1.0;1.0;204.72070083739274;[ca, tx, eng, wa, 11, fl, ny, 31, il, az];25600.0;
0.06306116628498029;[U200, C500, C000, J100, K600, G100, M200, T000, T600, P000];0.0;2;13608.0;0.5315625;za;0.5315625;ad;2.9651664496019947;2;"Country";2;0;0.003828125;3.90625E-4;0;350.6849315068493;1.0;1.5625E-4;1.0;0.0;9.375E-4;6.640625E-4;directory.csv;73.0;3.90625E-5;0.00421875;0.0028515625;0.0023828125;0.011640625;1.0;1.0;1614.3658568954954;[us, cn, ca, jp, kr, gb, mx, tw, tr, ph];25600.0;
6.864672168477863E-5;[0, 310000, 518000, 215000, 610000, 430000, 210000, 510000, 315000, 200001];0.30374094564402865;6;101.0;0.0039453125;yo42 1ad;0.0039453125;0;13.877564782572511;0;"Postcode";9;0;0.0;3.90625E-5;0;1.2748980780430985;1.0;3.90625E-5;3.0;0.0594140625;3.90625E-5;3.90625E-5;directory.csv;18887.0;3.90625E-5;3.90625E-5;0.7377734375;3.90625E-5;3.90625E-5;1.0;1.1019975912620956;1.7573560751303332;[0, 310000, 518000, 215000, 610000, 430000, 210000, 510000, 315000, 200001];26535.0;
1.0186238157385123E-5;[E000, 773-686-6180, 0, 4167763100, 704-359-4512, E000, 00351 211 147 6, 01454 260631, 01926 650168, E000];0.542459228428703;10;26.0;0.001015625;noelle demarr;0.001015625;(0)1707 646 333;14.159217766513574;0;"PhoneNumber";15;0;0.0;3.90625E-5;0;1.0130284355065413;1.0;3.90625E-5;5.0;0.2680078125;3.90625E-5;3.90625E-5;directory.csv;18498.0;3.90625E-5;3.90625E-5;0.722578125;3.90625E-5;3.90625E-5;1.0;1.1793585570201184;0.26076769682905915;[4.20235e+11, 773-686-6180, 0, 4167763100, 704-359-4512, 9.02126e+11, 00351 211 147 6, 01454 260631, 01926 650168, 4.31337e+12];22100.0;
