val_pct_std;freq_word_soundex_containment;words_cnt_sd;len_avg_word;frequency_max;val_pct_max;last_word;constancy;first_word;entropy;len_min_word;attribute_name;len_max_word;is_empty;frequency_iqr;frequency_2qo;is_binary;frequency_avg;frequency_min;frequency_1qo;words_cnt_max;incompleteness;frequency_4qo;frequency_3qo;dataset_name;cardinality;val_pct_min;frequency_6qo;uniqueness;frequency_5qo;frequency_7qo;words_cnt_min;words_cnt_avg;frequency_sd;freq_word_containment;number_words;
0.4589351366468402;[H531, I523, O362];0.0;47;7353.0;0.9823647294589178;other_group_quarters;0.9823647294589178;hh_in_1970_definition_but_sampled_as_larger_unit;0.1454409207866443;11;"gq";48;0;0.9744822979291917;0.00788243152972612;0;2495.0;59.0;0.00788243152972612;1.0;0.0;0.009752839011356046;0.009752839011356046;ipums_la_98-small.csv;3.0;0.00788243152972612;0.9823647294589178;4.008016032064128E-4;0.009752839011356046;0.9823647294589178;1.0;1.0;3435.129497801599;[hh_in_1970_definition_but_sampled_as_larger_unit, institution, other_group_quarters];7485.0;
0.3240604062763069;[N243, O365, C423, O365, C623, M534, R552, M436];0.0;14;7353.0;0.9823647294589178;rooming_house;0.9823647294589178;college_dormitory;0.16813542165020826;8;"gqtypeg";31;0;0.003072812291249165;8.016032064128256E-4;0;935.625;3.0;4.008016032064128E-4;1.0;0.0;0.0014696058784235137;9.352037408149633E-4;ipums_la_98-small.csv;8.0;4.008016032064128E-4;0.0038744154976619906;0.0010688042752171009;0.0028056112224448897;0.007348029392117568;1.0;1.0;2425.592140978157;[na_(household), other_institutions, college_dormitory, other_non-instit_gq_and_unknown, correctional_institutions, mental_institutions, rooming_house, military];7485.0;
0.49959919839679356;[N516, F650];0.0;7;7482.0;0.9995991983967936;non-farm;0.9995991983967936;farm;0.0051010941824596945;4;"farm";8;0;0.9991983967935871;4.008016032064128E-4;0;3742.5;3.0;4.008016032064128E-4;1.0;0.0;4.008016032064128E-4;4.008016032064128E-4;ipums_la_98-small.csv;2.0;4.008016032064128E-4;0.9995991983967936;2.672010688042752E-4;0.9995991983967936;0.9995991983967936;1.0;1.0;3739.5;[non-farm, farm];7485.0;
0.055644622578490316;[O536, R533];0.0;18;4093.0;0.5468269873079492;rented;0.5468269873079492;owned_or_being_bought_(loan);0.9907223461033419;6;"ownershg";28;0;0.11128924515698063;0.4355377421509686;0;3676.5;3260.0;0.4355377421509686;1.0;0.017635270541082163;0.4355377421509686;0.4355377421509686;ipums_la_98-small.csv;2.0;0.4355377421509686;0.5468269873079492;2.672010688042752E-4;0.5468269873079492;0.5468269873079492;1.0;1.0;416.5;[owned_or_being_bought_(loan), rented];7353.0;
0.12414351880608597;[H324, C430, S120, P635, O365, S145, P653, G653, I523, O364];0.0;10;2683.0;0.3584502338009352;spouse;0.3584502338009352;child;2.2301907289654066;5;"relateg";22;0;0.0177688710754843;0.009218436873747494;0;575.7692307692307;13.0;0.0025384101536406146;1.0;0.0;0.010554442217768871;0.009752839011356046;ipums_la_98-small.csv;13.0;0.0017368069472277889;0.026987307949231796;0.0017368069472277889;0.025384101536406144;0.331997327989312;1.0;1.0;929.2142382635535;[head_householder, child, spouse, partner_friend_visitor, other_non-relatives, sibling, parent, grandchild, institutional_inmates, other_relatives];7485.0;
0.018102872411489647;[F540, M400];0.0;5;3878.0;0.5181028724114897;male;0.5181028724114897;female;0.9990542106093852;4;"sex";6;0;0.036205744822979294;0.48189712758851033;0;3742.5;3607.0;0.48189712758851033;1.0;0.0;0.48189712758851033;0.48189712758851033;ipums_la_98-small.csv;2.0;0.48189712758851033;0.5181028724114897;2.672010688042752E-4;0.5181028724114897;0.5181028724114897;1.0;1.0;135.5;[female, male];7485.0;
0.263979314597334;[W300, B425, O362, J152, O362, C520, A562];0.0;6;5854.0;0.7820975283901136;white;0.7820975283901136;american_indian;1.1542360693315326;5;"raceg";22;0;0.11783567134268537;0.012424849699398798;0;1069.2857142857142;56.0;0.0074816299265197065;1.0;0.0;0.016566466265865065;0.015230460921843688;ipums_la_98-small.csv;7.0;0.0074816299265197065;0.13026052104208416;9.352037408149633E-4;0.03593854375417502;0.7820975283901136;1.0;1.0;1975.8851697610448;[white, black_negro, other_asian_or_pacific, japanese, other_race_nec, chinese, american_indian];7485.0;
0.18307946603528238;[N165, M632, D162, W330, S163, M632];0.0;19;3425.0;0.4575818303273213;widowed;0.4575818303273213;divorced;1.7334786845942394;7;"marst";22;0;0.36312625250501;0.024849699398797595;0;1247.5;90.0;0.012024048096192385;1.0;0.0;0.04889779559118237;0.04889779559118237;ipums_la_98-small.csv;6.0;0.012024048096192385;0.3879759519038076;8.016032064128256E-4;0.06867067468269873;0.4575818303273213;1.0;1.0;1370.3498032740886;[never_married_single, married_spouse_present, divorced, widowed, separated, married_spouse_absent];7485.0;
0.04404407594183558;[N243, C436, C430, 3, 4, 5, 6, 7, 8, 9];0.0;7;1150.0;0.15364061456245826;no_children;0.15364061456245826;10_children;2.496765633956401;1;"chborn";18;0;0.0479625918503674;9.352037408149633E-4;0;235.46153846153845;4.0;8.016032064128256E-4;1.0;0.5910487641950568;0.00614562458249833;0.0028056112224448897;ipums_la_98-small.csv;13.0;5.344021376085504E-4;0.04889779559118237;0.0017368069472277889;0.029392117568470273;0.08069472277889111;1.0;1.0;329.6699084246393;[no_children, 2__children, 1_child, 3, 4, 5, 6, 7, 8, 9];3061.0;
0.03997231451840621;[C416, M220, N620, T220, I452, O000, P524, C536, M260, A163];0.0;8;3080.0;0.41148964595858384;yugoslavia;0.41148964595858384;abroad_(unknown)_or_at_sea;4.220944652104278;4;"bplg";26;0;0.006412825651302605;6.680026720106881E-4;0;68.04545454545455;1.0;4.008016032064128E-4;1.0;0.0;0.0021376085504342017;0.0012024048096192384;ipums_la_98-small.csv;110.0;1.336005344021376E-4;0.007080828323313294;0.014696058784235137;0.004008016032064128;0.010955243820975284;1.0;1.0;299.19277417027047;[california, mexico, new_york, texas, illinois, ohio, pennsylvania, central_america, missouri, abroad_(unknown)_or_at_sea];7485.0;
0.20995323981295924;[N535, Y252];0.0;15;5314.0;0.7099532398129592;yes_in_school;0.7099532398129592;no_not_in_school;0.8687816419050268;13;"school";16;0;0.4199064796259185;0.29004676018704073;0;3742.5;2171.0;0.29004676018704073;1.0;0.0;0.29004676018704073;0.29004676018704073;ipums_la_98-small.csv;2.0;0.29004676018704073;0.7099532398129592;2.672010688042752E-4;0.7099532398129592;0.7099532398129592;1.0;1.0;1571.5;[no_not_in_school, yes_in_school];7485.0;
