attribute_name,attribute_name_2,cardinality,constancy,dataset_name,dataset_name_2,entropy,first_word,freq_word_containment,freq_word_soundex_containment,frequency_1qo,frequency_2qo,frequency_3qo,frequency_4qo,frequency_5qo,frequency_6qo,frequency_7qo,frequency_avg,frequency_iqr,frequency_max,frequency_min,frequency_sd,incompleteness,is_binary,is_empty,last_word,len_avg_word,len_max_word,len_min_word,name_dist,number_words,uniqueness,val_pct_max,val_pct_min,val_pct_std,words_cnt_avg,words_cnt_max,words_cnt_min,words_cnt_sd,
"neighborhood","UnitMeasureCode",-38.0,-0.008458646616541353,d_reference.csv,AdventureWorks2014_unitmeasure.csv,-5.247927513443589,11.0,0.0,0.0,-0.008458646616541353,-0.008458646616541353,-0.008458646616541353,-0.008458646616541353,-0.008458646616541353,-0.008458646616541353,-0.008458646616541353,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,27.0,-2.0,-3.0,-1.0,11.0,-38.0,0.0,-0.008458646616541353,-0.008458646616541353,0.0,-1.0,-1.0,-1.0,0.0,
"neighborhood","Name",-38.0,-0.008458646616541353,d_reference.csv,AdventureWorks2014_unitmeasure.csv,-5.247927513443589,10.0,0.0,0.0,-0.008458646616541353,-0.008458646616541353,-0.008458646616541353,-0.008458646616541353,-0.008458646616541353,-0.008458646616541353,-0.008458646616541353,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,27.0,-6.0,-14.0,-2.0,12.0,-49.0,0.0,-0.008458646616541353,-0.008458646616541353,0.0,-1.2894736842105263,-3.0,-1.0,-0.5082423135744202,
"neighborhood","title",-10315.0,0.017048299503139082,d_reference.csv,books.csv,-13.264537631626963,115.0,0.0,0.0,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,-1.0787203102278236,0.0,-9.0,-1.0,-0.4339091836438932,0.0,0.0,0.0,30.0,-5.0,-46.0,0.0,11.0,-70017.0,0.07297564482789609,0.017048299503139082,0.01776727137336466,-3.899606215906293E-5,-6.2925316796980315,-49.0,-1.0,-4.1708029371478865,
"neighborhood","authors",-6643.0,0.01426228350601497,d_reference.csv,books.csv,-12.117864178114171,23.0,0.0,0.0,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.017677399889586463,-1.6749962366400724,0.0,-40.0,-1.0,-2.2799453868830586,0.0,0.0,0.0,24.0,-6.0,-77.0,0.0,9.0,-34552.0,0.4029837332614361,0.01426228350601497,0.01776727137336466,-2.0490207485243629E-4,-3.105239507504269,-59.0,-1.0,-2.382528383244049,
"neighborhood","isbn",-11127.0,0.01776727137336466,d_reference.csv,books.csv,-13.441777053223992,13.0,0.0,0.0,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,29.0,-9.0,-10.0,-7.0,10.0,-11127.0,0.0,0.01776727137336466,0.01776727137336466,0.0,-1.0,-1.0,-1.0,0.0,
"neighborhood","languagecode",-27.0,-0.7829876490903721,d_reference.csv,books.csv,-1.1108361068201675,11.0,0.0,0.0,0.01776727137336466,0.01776727137336466,0.017677399889586463,0.017587528405808264,0.016958428019360886,0.013723054603345785,-0.0013753546713913406,-412.1111111111111,-0.004044216770018873,-8911.0,-1.0,-1688.002355039022,0.0,0.0,0.0,28.0,-3.0,-5.0,-2.0,10.0,-11127.0,0.9975734699379887,-0.7829876490903721,0.01776727137336466,-0.1517032762684481,-1.0,-1.0,-1.0,0.0,
"neighborhood","publisher",-2264.0,-0.010721988984323846,d_reference.csv,books.csv,-9.415071093674802,13.0,0.0,0.0,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.01776727137336466,0.017677399889586463,0.017587528405808264,0.017228042470695475,-4.914752650176679,-1.7974296755639437E-4,-318.0,-1.0,-14.405451265946763,0.0,0.0,0.0,29.0,-6.0,-29.0,0.0,11.0,-25347.0,0.7965309607261616,-0.010721988984323846,0.01776727137336466,-0.0012946392797651444,-2.277972499325964,-10.0,-1.0,-1.1669034306193422,
"neighborhood","CountryName",-228.0,0.013469865960144153,d_reference.csv,countries_data.csv,-7.832875020272837,12.0,0.0,0.0,0.013469865960144153,0.013469865960144153,0.013469865960144153,0.013469865960144153,0.013469865960144153,0.013469865960144153,0.013469865960144153,-87.97368421052632,0.0,-88.0,-82.0,-0.39648734666629964,0.0,0.0,0.0,24.0,-6.0,-14.0,-1.0,12.0,-35986.0,0.9886329644032307,0.013469865960144153,0.01376899847584861,-1.976704290887923E-5,-1.7940971183567653,-8.0,-1.0,-1.3562620173210453,
"neighborhood","CountryCode",-228.0,0.013469865960144153,d_reference.csv,countries_data.csv,-7.832875020272836,12.0,0.0,0.0,0.013469865960144153,0.013469865960144153,0.013469865960144153,0.013469865960144153,0.013469865960144153,0.013469865960144153,0.013469865960144153,-87.97368421052632,0.0,-88.0,-82.0,-0.39648734666629953,0.0,0.0,0.0,27.0,-3.0,-3.0,-3.0,10.0,-20058.0,0.9886329644032307,0.013469865960144153,0.01376899847584861,-1.9767042908879228E-5,-1.0,-1.0,-1.0,0.0,
"neighborhood","IndicatorName",-88.0,0.006490107260373487,d_reference.csv,countries_data.csv,-6.459430735387205,34.0,0.0,0.0,0.006490107260373487,0.006490107260373487,0.006490107260373487,0.006490107260373487,0.006490107260373487,0.006490107260373487,0.006490107260373487,-227.9318181818182,0.0,-228.0,-227.0,-0.25205764787293616,0.0,0.0,0.0,79.0,-5.0,-18.0,-1.0,9.0,-170511.0,0.9956127231030013,0.006490107260373487,0.006539962679657563,-1.2566439718463265E-5,-8.500897397547114,-18.0,-3.0,-3.0488305341927675,
"neighborhood","IndicatorCode",-88.0,0.006490107260373487,d_reference.csv,countries_data.csv,-6.459430735387205,12.0,0.0,0.0,0.006490107260373487,0.006490107260373487,0.006490107260373487,0.006490107260373487,0.006490107260373487,0.006490107260373487,0.006490107260373487,-227.9318181818182,0.0,-228.0,-227.0,-0.2520576478729427,0.0,0.0,0.0,25.0,-15.0,-20.0,-14.0,8.0,-20058.0,0.9956127231030013,0.006490107260373487,0.006539962679657563,-1.2566439718463592E-5,-1.0,-1.0,-1.0,0.0,
"neighborhood","1960",-1314.0,-0.8877665484381009,d_reference.csv,countries_data.csv,-1.2842256517322315,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-15.264840182648403,0.0,-18165.0,-1.0,-500.99242288647673,0.0,0.0,0.0,26.0,-4.0,-22.0,-1.0,12.0,-20058.0,0.934489979060724,-0.8877665484381009,0.01780728743785878,-0.024977187301150502,-1.0,-1.0,-1.0,0.0,
"neighborhood","1961",-1497.0,-0.8787925729669672,d_reference.csv,countries_data.csv,-1.42402424674063,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-13.39879759519038,0.0,-17985.0,-1.0,-464.7469793211498,0.0,0.0,0.0,26.0,-4.0,-12.0,-1.0,12.0,-20058.0,0.925366437331738,-0.8787925729669672,0.01780728743785878,-0.023170155515063805,-1.0,-1.0,-1.0,0.0,
"neighborhood","1962",-1503.0,-0.878643006709115,d_reference.csv,countries_data.csv,-1.4275239711861145,23.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-13.345309381237525,0.0,-17982.0,-1.0,-463.7407632847152,0.0,0.0,0.0,26.0,-4.0,-23.0,-1.0,12.0,-20058.0,0.9250673048160335,-0.878643006709115,0.01780728743785878,-0.023119990192676996,-1.0,-1.0,-1.0,0.0,
"neighborhood","1963",-1502.0,-0.8782940187741264,d_reference.csv,countries_data.csv,-1.4338193087392763,23.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-13.354194407456724,0.0,-17975.0,-1.0,-463.7121432275428,0.0,0.0,0.0,26.0,-4.0,-23.0,-1.0,12.0,-20058.0,0.9251171602353175,-0.8782940187741264,0.01780728743785878,-0.023118563327726733,-1.0,-1.0,-1.0,0.0,
"neighborhood","1964",-1529.0,-0.8768980670341723,d_reference.csv,countries_data.csv,-1.4522507713064803,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-13.118378024852845,0.0,-17947.0,-1.0,-458.8910649941265,0.0,0.0,0.0,26.0,-4.0,-12.0,-1.0,12.0,-20058.0,0.9237710639146475,-0.8768980670341723,0.01780728743785878,-0.02287820645099843,-1.0,-1.0,-1.0,0.0,
"neighborhood","1965",-1572.0,-0.8757015369713544,d_reference.csv,countries_data.csv,-1.474211086372625,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-12.759541984732824,0.0,-17923.0,-1.0,-451.9698440049581,0.0,0.0,0.0,26.0,-4.0,-12.0,-1.0,12.0,-20058.0,0.9216272808854322,-0.8757015369713544,0.01780728743785878,-0.02253314607662569,-1.0,-1.0,-1.0,0.0,
"neighborhood","1966",-1577.0,-0.8756516815520704,d_reference.csv,countries_data.csv,-1.4788094771250986,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-12.719086873811033,0.0,-17922.0,-1.0,-451.2240103515607,0.0,0.0,0.0,26.0,-4.0,-12.0,-1.0,12.0,-20058.0,0.9213780037890119,-0.8756516815520704,0.01780728743785878,-0.02249596222711939,-1.0,-1.0,-1.0,0.0,
"neighborhood","1967",-1596.0,-0.875452259874934,d_reference.csv,countries_data.csv,-1.4856248791016817,23.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-12.56766917293233,0.0,-17918.0,-1.0,-448.43089682849313,0.0,0.0,0.0,26.0,-4.0,-23.0,-1.0,12.0,-20058.0,0.9204307508226144,-0.875452259874934,0.01780728743785878,-0.022356710381318833,-1.0,-1.0,-1.0,0.0,
